what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397495812328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397495838037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397495849752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495856803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495857022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495858363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495858582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495858800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495859003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495859221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397495883542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397495883807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397495885679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397495891545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495902792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495904259
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1397495904274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495904540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495904836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397495961480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397495966004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495976440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495976612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1397495980324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397495982899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495991806
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1397495991962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1397495995285
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397496029387
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1397496029652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1397496043895
