what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379794043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379834885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1427379835811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379836919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379843483
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1427379847154
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1427379847424
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1427379853000
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1427379863858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379870368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379922425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379923115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379937370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379938434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379944867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379945624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379952230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379952772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379990587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427379991785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427380090610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427380091280
