what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298303063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298304218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298310059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298311091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298311401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298388712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298395388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298396608
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1427298396618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298396888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298399136
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.debug",1427298416689
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1427298430063
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1427298451229
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1427298461351
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1427298461381
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1427298470547
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1427298470547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298473866
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298485040
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1427298485080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298486650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298518164
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1427298518344
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1427298518364
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1427298528922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298575167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298611418
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1427298616329
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1427298616499
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1427298620942
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1427298635206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298652428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298672516
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ResourceNavigator",1427298700783
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1427298708086
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1427298708186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427298721861
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1427298721881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427298723064
