===============================================
03/03/2014 11:16:24 By:frank
===============================================
 1 ,LS_ORDER_ID:ONO57681751 ,|---->dosen't exist 
 6 ,LS_ORDER_ID:ACO39IL2517251 ,|---->dosen't exist 
 7 ,LS_ORDER_ID:C-VISAD-1364930 ,|---->dosen't exist 
 8 ,LS_ORDER_ID: ,|---->dosen't exist 
 8 ,LS_ORDER_ID: ,|---->dosen't exist 
 9 ,LS_ORDER_ID: ,|---->dosen't exist 
 9 ,LS_ORDER_ID: ,|---->dosen't exist 
 10 ,LS_ORDER_ID:ASO2907609879 ,|---->dosen't exist 
 11 ,LS_ORDER_ID:C-VISAD-1365151 ,|---->dosen't exist 
 12 ,LS_ORDER_ID:C-VISAD-1363413 ,|---->dosen't exist 
 13 ,LS_ORDER_ID:C-RO-1361769 ,|---->dosen't exist 
 14 ,LS_ORDER_ID:2078 ,|---->dosen't exist 
 15 ,LS_ORDER_ID:2081 ,|---->dosen't exist 
 16 ,LS_ORDER_ID:C-VISAD-1365105 ,|---->dosen't exist 
 17 ,LS_ORDER_ID:C-VISAD-1364983 ,|---->dosen't exist 
 18 ,LS_ORDER_ID:ASO2907610338 ,|---->dosen't exist 
 19 ,LS_ORDER_ID:C-MM-1364505 ,|---->dosen't exist 
 38 ,LS_ORDER_ID:ASO2907601121 ,|---->dosen't exist 
 39 ,LS_ORDER_ID:C-VISAD-1365082 ,|---->dosen't exist 
 40 ,LS_ORDER_ID:C-VISAD-1364927 ,|---->dosen't exist 
 41 ,LS_ORDER_ID:C-VISAD-1364923 ,|---->dosen't exist 
 42 ,LS_ORDER_ID:C-VISAD-1365102 ,|---->dosen't exist 
 43 ,LS_ORDER_ID:C-VISAD-1364912 ,|---->dosen't exist 
 44 ,LS_ORDER_ID:C-VISAD-1364901 ,|---->dosen't exist 
 45 ,LS_ORDER_ID:C-VISAD-1365099 ,|---->dosen't exist 
 46 ,LS_ORDER_ID:C-ROBGP-1365140 ,|---->dosen't exist 
 47 ,LS_ORDER_ID:C-VISAD-1365077 ,|---->dosen't exist 
 48 ,LS_ORDER_ID:C-VISAD-1365118 ,|---->dosen't exist 
 49 ,LS_ORDER_ID:07609995 ,|---->dosen't exist 
 50 ,LS_ORDER_ID:C-VISAD-1365176 ,|---->dosen't exist 
 51 ,LS_ORDER_ID:C-VISAD-1365147 ,|---->dosen't exist 
 53 ,LS_ORDER_ID:C-VISAD-136872 ,|---->dosen't exist 
 54 ,LS_ORDER_ID:C-VISAD-1365173 ,|---->dosen't exist 
 55 ,LS_ORDER_ID:C-VISAD-1365104 ,|---->dosen't exist 
 56 ,LS_ORDER_ID:C-VISAD-1365150 ,|---->dosen't exist 
 57 ,LS_ORDER_ID:C-VISAD-1364886 ,|---->dosen't exist 
 58 ,LS_ORDER_ID:C-VISAD-1365149 ,|---->dosen't exist 
 59 ,LS_ORDER_ID:C-VISAD-1365100 ,|---->dosen't exist 
 60 ,LS_ORDER_ID:C-VISAD-1365180 ,|---->dosen't exist 
 61 ,LS_ORDER_ID:C-VISAD-1365071 ,|---->dosen't exist 
 62 ,LS_ORDER_ID:C-MM-1365164 ,|---->dosen't exist 
 63 ,LS_ORDER_ID:C-VISAD-1364871 ,|---->dosen't exist 
 64 ,LS_ORDER_ID:TCL-V-104336 ,|---->dosen't exist 
 65 ,LS_ORDER_ID:2082 ,|---->dosen't exist 
 66 ,LS_ORDER_ID:C-VISAD-1361601 ,|---->dosen't exist 
 67 ,LS_ORDER_ID:C-VISAD-1361219 ,|---->dosen't exist 
 68 ,LS_ORDER_ID:C-MM-1361445 ,|---->dosen't exist 
 69 ,LS_ORDER_ID:C-VISAD-1361187 ,|---->dosen't exist 
 70 ,LS_ORDER_ID:C-VISAD-1363326 ,|---->dosen't exist 
 71 ,LS_ORDER_ID:C-BLC-1363863 ,|---->dosen't exist 
 72 ,LS_ORDER_ID:C-VISAD-1364558 ,|---->dosen't exist 
 73 ,LS_ORDER_ID:C-VISAD-1363836 ,|---->dosen't exist 
 74 ,LS_ORDER_ID:109251 ,|---->dosen't exist 
 75 ,LS_ORDER_ID:668800 ,|---->dosen't exist 
 76 ,LS_ORDER_ID:668809 ,|---->dosen't exist 
 77 ,LS_ORDER_ID:C-VISAD-1365580 ,|---->dosen't exist 
 78 ,LS_ORDER_ID:1993 ,|---->dosen't exist 
 79 ,LS_ORDER_ID:C-VISAD-1365371 ,|---->dosen't exist 
 80 ,LS_ORDER_ID:C-ROBGP-1365301 ,|---->dosen't exist 
 81 ,LS_ORDER_ID:701-4369121-7474639 ,|---->dosen't exist 
 82 ,LS_ORDER_ID:702-0500078-3864253 ,|---->dosen't exist 
 83 ,LS_ORDER_ID:702-6807636-3064219 ,|---->dosen't exist 
 84 ,LS_ORDER_ID:c-visad-1365547 ,|---->dosen't exist 
 85 ,LS_ORDER_ID:C-VISAD-1365487 ,|---->dosen't exist 
 86 ,LS_ORDER_ID:c-robgp-1365377 ,|---->dosen't exist 
 87 ,LS_ORDER_ID:C-VISAD-1365539 ,|---->dosen't exist 
 88 ,LS_ORDER_ID:C-VISAD-1365262 ,|---->dosen't exist 
 89 ,LS_ORDER_ID:C-VISAD-1365605 ,|---->dosen't exist 
 90 ,LS_ORDER_ID:C-VISAD-1365236 ,|---->dosen't exist 
 91 ,LS_ORDER_ID:C-BLC-1365503 ,|---->dosen't exist 
 92 ,LS_ORDER_ID:C-VISAD-1365754 ,|---->dosen't exist 
 93 ,LS_ORDER_ID:C-VISAD-1365632 ,|---->dosen't exist 
 94 ,LS_ORDER_ID:C-VISAD-1365484 ,|---->dosen't exist 
 95 ,LS_ORDER_ID:701-04539-0880242 ,|---->dosen't exist 
 96 ,LS_ORDER_ID:C-VISAD-1365613 ,|---->dosen't exist 
 97 ,LS_ORDER_ID:C-VISAD-1365567 ,|---->dosen't exist 
 98 ,LS_ORDER_ID:C-VISAD-1365330 ,|---->dosen't exist 
 99 ,LS_ORDER_ID:C-VISAD-1365493 ,|---->dosen't exist 
 100 ,LS_ORDER_ID:2086 ,|---->dosen't exist 
 101 ,LS_ORDER_ID:C-VISAD-1365727 ,|---->dosen't exist 
 102 ,LS_ORDER_ID:C-VISAD-1365671 ,|---->dosen't exist 
 103 ,LS_ORDER_ID:2087 ,|---->dosen't exist 
 104 ,LS_ORDER_ID:C-VISAD-1365224 ,|---->dosen't exist 
 105 ,LS_ORDER_ID:C-VISAD-1365445 ,|---->dosen't exist 
 106 ,LS_ORDER_ID:C-VISAD-1365311 ,|---->dosen't exist 
 107 ,LS_ORDER_ID:C-MM-1365532 ,|---->dosen't exist 
 108 ,LS_ORDER_ID:C-VISAD-1365563 ,|---->dosen't exist 
 109 ,LS_ORDER_ID:C-VISAD-1365556 ,|---->dosen't exist 
 110 ,LS_ORDER_ID:ASO2907617448 ,|---->dosen't exist 
 111 ,LS_ORDER_ID:ASO2907617387 ,|---->dosen't exist 
